<<<<<<< HEAD
latitude	longitude	mag
38.8123	-122.8228	2.1
37.2633	-121.6475	2.2
35.8073	-121.216	2.2
40.3697	-123.7153	3.4
40.3727	-123.7183	2.1
42.9263	-111.1423	2.1
40.989	-123.5503	2.1
32.1612	-115.1585	3
40.1517	-120.973	2.1
35.4043	-118.4007	2.9
38.8107	-122.8117	2.2
39.2861	-119.134	2.15
38.8212	-122.7668	2
35.4035	-118.395	2.2
34.6697	-119.2282	2.1
36.0982	-117.8773	2.1
32.4268	-115.6058	2.4
44.5726	-114.2911	2.2
32.6928	-118.265	3.2
38.7947	-122.7875	2
38.9622	-111.4177	2
41.6055	-122.2708	2.2
36.1178	-117.6978	2.6
40.4992	-124.287	2.5
38.8117	-122.8105	2.1
38.7938	-122.734	2.1
36.2853	-120.8303	2
40.3058	-124.5608	3.7
38.8185	-122.8063	2.2
37.8855	-122.207	2.3
39.6042	-123.6465	2.4
39.1797	-123.7132	2
42.9343	-111.1223	3.3
38.2892	-122.6053	2.7
38.9095	-122.6858	2
31.2192	-115.9147	3
40.3703	-124.1727	2.2
38.8385	-122.7657	2
38.7857	-122.7768	2.2
33.7823	-117.869	2.3
38.806	-122.8128	2
39.6583	-122.0247	2
35.8583	-120.4052	2.4
40.783	-124.3222	2.2
39.8067	-123.785	2
42.967	-117.125	2.4
38.8097	-122.8223	2
39.6772	-111.5188	2.2
43.6783	-121.1248	2.1
39.6848	-111.5163	2.4
41.8742	-126.2267	2.8
40.3508	-124.6207	2.6
38.8053	-122.774	2.4
38.8057	-122.7742	2
38.7993	-122.7722	2.6
38.7877	-122.761	3.4
40.2157	-121.1032	2.5
38.8323	-122.7983	2
33.714	-116.8273	2
39.7361	-119.5742	2.29
37.7843	-121.9638	2.4
37.7863	-121.9658	3.3
41.733	-126.979	3.3
41.9799	-126.6772	4.2
36.605	-121.1545	2.1
37.7835	-121.9638	2
37.6588	-122.4918	2.8
37.657	-122.4962	2.1
37.7743	-121.9548	2.2
37.7743	-121.9452	3
39.2072	-111.8878	2.6
38.8165	-122.799	2.2
37.7855	-122.3102	2.3
33.225	-116.0048	2
34.2155	-117.4293	2.2
38.8027	-122.7702	2.5
38.7953	-122.8093	2.3
38.7947	-122.811	2.1
38.7675	-122.916	2
37.8596	-116.1791	2.41
40.1733	-121.0348	2
39.3768	-122.9043	2.1
38.8192	-122.8318	2
36.8422	-121.5718	2.5
34.018	-117.2337	3.1
38.8092	-122.824	2.6
40.2423	-124.1245	2.1
34.1222	-117.7677	2.1
39.632	-122.8348	2.2
36.3022	-119.7488	2.3
38.8263	-122.7992	2.2
31.5102	-115.4567	2.7
39.5895	-120.7107	2.3
38.7433	-122.7177	2
40.3017	-124.5447	2.1
37.3605	-121.7227	2.6
33.9955	-117.2165	2.2
40.416	-124.625	2.6
40.1835	-121.0572	2.3
32.7307	-116.065	2.4
33.9948	-117.2193	2.1
40.4895	-125.1707	2.3
38.9698	-111.4157	2.2
38.9608	-111.4087	2.1
39.7818	-120.6785	2.8
33.994	-117.218	2.1
37.775	-121.9467	2.9
39.7822	-120.6797	2.4
31.7622	-115.877	2.6
39.7835	-120.6807	3
39.7828	-120.6773	2.1
39.7823	-120.676	2.5
39.7807	-120.6822	2.9
33.9957	-117.2168	2.8
35.9667	-120.5143	2.8
36.2728	-120.33	3
32.8205	-115.4668	2
33.7933	-117.6387	2
41.3135	-125.2592	2.8
37.5293	-118.4363	2.3
41.2253	-125.14	2.3
41.3257	-125.2915	4.7
38.8107	-122.792	2.1
36.0122	-120.5763	2
40.4117	-123.798	2
36.5353	-121.1265	2
32.1522	-115.1882	2.7
38.8297	-122.8723	2
38.7972	-122.4722	2
36.248	-120.816	2.7
39.0043	-111.4805	2.6
34.3372	-116.4652	2.2
40.1067	-120.8972	2.1
38.8215	-122.8042	2
34.5038	-118.7975	2.1
34.0725	-117.5692	2.2
40.3747	-125.2532	2.8
32.2795	-115.3057	3.5
35.1173	-118.523	2.2
36.5663	-121.162	2
37.3023	-121.6742	2.2
38.3524	-118.6994	2.25
33.8588	-118.2748	2.8
40.2937	-124.4882	2.2
38.8035	-122.8105	2.4
34.5105	-118.8155	2.4
36.1967	-120.7623	2.9
35.1765	-117.1258	2.2
37.3835	-118.4523	2
38.8228	-122.8065	2.1
38.8177	-122.819	2.6
37.3885	-121.7397	2
38.7872	-122.7363	2.1
44.6973	-117.4637	2.7
32.9315	-115.5307	2.1
36.5657	-121.16	2.7
36.5642	-121.1567	2.5
34.2077	-117.0138	3
41.2112	-122.1097	2
35.0588	-118.3493	2
41.1331	-127.321	4.5
40.1877	-121.0238	2.3
35.6755	-117.514	2.4
33.2667	-115.9975	2.6
40.5433	-121.6668	2.3
36.6397	-121.2582	2
34.7072	-116.2962	2
38.8347	-122.8073	2
41.7323	-124.9238	2.4
41.127	-126.9557	3.4
34.0207	-116.5848	2.5
40.2998	-124.5573	2.5
40.4708	-121.523	2.3
38.9582	-111.4015	2.2
34.7077	-116.2923	3.2
36.0973	-117.8795	2.4
37.4805	-121.808	2.7
31.2802	-115.7652	3.4
31.253	-115.7043	2.7
31.2158	-115.7792	3.2
32.9497	-115.545	2
40.2873	-124.3752	2.4
37.3247	-119.9163	2.7
44.189	-116.4053	2.2
36.7873	-121.5258	2.8
36.7185	-116.3408	2.66
36.8773	-121.6055	2.7
36.5873	-121.19	2.1
41.2515	-127.5998	2.7
38.814	-122.8163	2.1
36.2488	-120.8157	3.2
41.0897	-127.4181	3
40.2933	-124.5073	2.5
35.3472	-118.5765	2.2
33.164	-115.6533	2.4
34.4948	-116.5192	2.8
40.6805	-123.472	3.2
36.1463	-118.0682	2.1
38.7905	-122.7467	2.3
34.1135	-117.4385	2.5
33.343	-116.3908	2.3
38.8408	-122.8262	2.9
38.8308	-122.809	2.7
39.8932	-120.8408	3.1
31.8075	-116.041	2.7
36.9057	-121.4947	2.2
40.2247	-121.1672	2.2
36.5868	-121.1902	2.3
36.0148	-117.5362	2.2
40.4415	-124.4983	2
38.8352	-122.7723	2.2
37.5222	-118.8277	2.7
40.2395	-120.3173	2.1
37.2651	-117.5799	3.07
38.3217	-113.071	2.4
34.6107	-120.6955	2.4
37.3873	-121.7362	2.5
33.2628	-116.0045	2.1
36.0492	-120.1918	2.1
32.2155	-115.2418	3
32.2417	-115.2493	2.8
38.8383	-122.8357	2.2
39.3064	-119.9897	2.08
32.2015	-115.1967	3.8
42.0067	-112.6255	2.2
38.7463	-122.721	2
38.7457	-122.7285	2.4
38.7487	-122.7197	2.2
38.7448	-122.7223	3.3
38.3243	-113.0675	2.3
36.7563	-121.3867	2
40.297	-124.507	3
39.3083	-119.9862	2.18
39.3083	-119.9894	2.01
35.9988	-115.8442	2.5
43.0477	-120.7992	2.1
41.972	-112.031	2
32.268	-115.2898	2.2
38.867	-122.9765	2.4
37.3423	-113.1665	2.4
38.9607	-111.4178	2
36.3805	-120.9585	2.4
40.5758	-124.5415	2.7
33.3618	-116.7602	2.3
40.7775	-123.7095	2
40.3938	-123.8345	2.1
39.7397	-123.5527	2.9
37.2918	-120.0268	2.3
38.8087	-122.81	2.6
40.298	-124.3792	2.4
37.0573	-116.0913	3.09
40.1927	-121.0415	2.2
36.1287	-120.2183	2.7
35.9437	-119.9208	2
37.0973	-119.47	2.5
37.4715	-118.8437	2.5
37.4703	-118.8438	3.2
37.4712	-118.8435	2.7
37.4713	-118.8433	3.2
43.2	-110.92	2.5
40.2408	-124.1675	2.1
33.0612	-115.581	2
39.3993	-123.267	2.1
38.8085	-122.8133	2
32.1977	-115.2495	3.1
40.4382	-124.3073	2
38.8205	-122.8225	2.4
36.5073	-121.0728	2.7
38.8357	-122.8093	2
38.8152	-122.8152	2
36.565	-121.1585	2.1
40.1858	-121.057	2.3
37.6863	-119.3933	2.5
32.4112	-115.551	2.3
32.4123	-115.5503	2.6
32.4078	-115.5478	2.6
32.9495	-115.5333	2.2
32.949	-115.5352	2
39.5555	-122.978	2
37.5128	-118.834	3.1
37.531	-118.8252	3.8
30.0798	-113.5066	4.7
33.571	-118.2972	2.2
33.5752	-118.3193	2.4
37.9058	-112.484	2.3
37.688	-119.395	2.2
37.7872	-121.9167	2.9
40.3923	-125.6323	2.4
40.9857	-123.3613	2.3
33.9658	-116.3705	2
38.7917	-122.757	2.1
33.6787	-116.7932	2.2
32.3857	-115.1632	3.7
39.3999	-119.5535	2.14
32.175	-115.2757	2.3
39.4005	-119.5533	2.26
38.9628	-111.4122	2.2
36.3077	-120.8717	2
35.0975	-117.1497	2
40.7408	-124.955	2.7
39.3978	-123.2703	3.1
37.2299	-116.8785	2.82
40.1635	-123.1647	2
42.9573	-111.0194	3.3
42.9602	-111.0168	2.7
36.8257	-121.3802	2.1
33.3102	-116.3947	2.5
36.5998	-121.2113	3.4
36.6463	-121.2705	2.6
43.4906	-111.0564	3.8
35.8347	-117.6975	2.3
31.2658	-115.5745	3.1
40.326	-124.3258	2.9
37.5135	-118.8698	2
39.7233	-122.8557	2
34.0707	-116.7665	2.4
35.8338	-121.1935	2.6
38.8373	-122.7518	2.1
38.8342	-122.7532	2
38.1198	-118.1346	2.14
33.6583	-118.4128	2.1
40.2955	-124.482	2.4
44.9095	-113.9796	2
31.2453	-115.6183	2.9
36.623	-121.1602	2.9
41.6033	-111.6838	3.6
40.7137	-122.4907	3
37.3835	-118.6777	2.9
40.3848	-124.9767	2.4
38.4187	-118.7618	2.09
41.5093	-111.7033	2.4
38.4149	-118.7438	2.57
38.4227	-118.7432	2.63
37.3893	-118.6782	2.6
37.3902	-118.6777	2.2
36.6233	-121.1587	2.7
38.8433	-117.8951	2.52
37.667	-122.4903	2
32.138	-117.4388	2.3
38.9595	-111.4057	2.1
33.6787	-116.7152	2.9
37.4603	-118.7477	2.2
36.6442	-121.2635	2.1
39.0777	-119.0483	2.22
38.8408	-122.831	2.1
38.8412	-122.8293	2.1
39.2795	-115.5941	2.62
35.1315	-119.1588	2.1
34.0335	-117.2355	2.1
40.2385	-121.1505	2.7
39.583	-118.1759	2.83
36.8227	-120.9255	2.2
33.8847	-118.3688	2.3
31.387	-115.4887	2.9
38.4068	-122.6182	2
40.7102	-122.4827	2.3
36.143	-118.4105	2
39.5676	-118.1784	2.7
40.704	-122.4997	2
36.6185	-121.228	2.3
40.7105	-122.4862	2.1
40.7083	-122.4832	2
33.2062	-115.674	2.4
40.7158	-122.4978	2.1
36.6985	-121.3353	2.4
38.8068	-122.8155	2
37.5258	-118.8517	2.1
38.7937	-122.8077	2.5
40.7077	-122.4892	2
37.8862	-122.2318	2.6
37.8837	-122.2242	2.7
37.8827	-122.2305	3.2
44.3568	-115.7323	2.7
36.1517	-118.0683	3.2
40.4007	-125.4605	3.3
40.1833	-121.0483	2.3
40.1903	-121.046	2.2
41.7185	-109.9087	3.4
40.4202	-125.899	2.7
33.2042	-115.677	2.6
33.2053	-115.6727	2.2
33.203	-115.6623	2
33.204	-115.677	3
33.2015	-115.676	3.6
33.2008	-115.6777	2.7
37.477	-121.8158	2.4
37.41	-121.7563	2
33.1987	-115.6792	2.1
33.2018	-115.677	2.2
33.2023	-115.6783	2.7
33.1995	-115.6767	2.2
33.1998	-115.6747	2.9
33.2078	-115.676	2.6
33.2032	-115.6745	2.7
33.205	-115.6748	3
36.1518	-118.0707	2
36.1513	-118.0713	2.8
37.3795	-118.4018	3.1
37.3845	-118.4063	2.1
33.205	-115.672	2.5
38.0258	-118.1791	2.26
32.6678	-115.91	2.4
32.6448	-118.1192	2.2
32.68	-118.1177	2.7
41.0947	-124.9243	2.5
33.004	-116.2363	2.2
32.5202	-115.269	2.1
37.0875	-112.9125	2.1
37.5247	-118.8513	2.8
38.799	-122.8107	2.4
38.9051	-115.3481	3.64
38.8222	-122.793	2.7
40.9835	-124.7498	4.9
40.19	-121.0465	2.6
37.5267	-118.851	2.3
38.0182	-118.1154	2.91
38.5982	-112.6083	2
36.0328	-119.8423	2.2
37.5265	-118.8538	2.2
37.5273	-118.8537	3.4
41.2412	-118.6513	2.69
37.5253	-118.8552	2.1
37.5275	-118.8535	2.6
37.5262	-118.8522	3.1
38.007	-118.1346	2.27
40.2787	-124.3943	2
35.6572	-118.4735	2
38.6018	-112.6063	2.4
33.9802	-116.437	2.3
38.6065	-112.6128	2.5
38.007	-118.1346	2.42
38.8108	-122.8235	2.7
38.5972	-112.5982	2
35.659	-118.4727	2.4
38.0201	-118.1397	2.17
38.9042	-111.5295	2.1
34.7078	-116.295	2.1
35.6592	-118.4725	3.4
38.8093	-122.8187	2.1
38.8418	-122.772	2.1
38.8355	-122.7693	2.7
33.19	-115.611	2.2
33.1885	-115.6073	2
33.1903	-115.6085	2.3
37.2345	-119.5677	2.4
34.0332	-117.246	2.1
38.9603	-111.3968	2
33.7958	-117.6445	2.6
32.324	-115.2998	3
38.7805	-122.7483	2.7
36.642	-121.2632	2.9
38.118	-115.9002	2.17
37.4755	-118.8447	2.2
37.4142	-121.7643	2.1
40.7928	-124.4155	2.5
38.8357	-122.7815	2.6
38.9623	-123.1983	2.4
40.2915	-124.5367	2.6
40.3052	-124.4877	2.6
38.8307	-122.8063	2.7
40.4075	-122.0778	2.5
33.9475	-116.744	2.5
39.3312	-121.8962	2
38.7765	-122.7195	2.5
35.9892	-117.2893	2.7
36.7293	-120.0278	2.5
38.8392	-122.83	2
32.2452	-115.3158	2.4
32.2557	-115.3212	2.8
35.9862	-117.2907	2.6
38.8342	-122.8105	2.1
36.1128	-120.0275	2.2
32.2215	-115.2775	2.3
37.8837	-122.2327	3
33.7785	-115.9762	2.5
32.1927	-115.2222	2.6
34.7145	-116.2917	2.7
34.7127	-116.2952	2.4
32.9152	-115.8633	2.9
40.7017	-124.8103	2.2
34.7135	-116.2978	2.9
34.7105	-116.2948	3.6
39.4197	-123.2778	2.4
32.9735	-116.0705	2.8
40.14	-121.0722	2.5
33.738	-120.0765	2.7
34.7125	-116.2962	2
34.7147	-116.295	2.1
34.7123	-116.2933	2.1
34.7158	-116.298	2.1
34.7127	-116.2925	2.3
34.6982	-116.2957	2.5
34.6992	-116.2927	2.1
34.7117	-116.2947	2.4
34.7091667	-116.2938333	4.28
33.8007	-117.6427	2.3
33.7958	-117.6405	2.9
33.6947	-116.7093	2.3
33.6947	-116.717	2.5
33.6237	-116.7488	2.5
38.806	-122.8178	2.2
38.5295	-122.6023	2
40.3077	-124.445	2.6
35.569	-118.5347	2.4
38.8378	-122.8385	2.3
33.6993	-119.0435	2.5
36.7378	-121.3607	2.6
32.9352	-115.5428	2.4
36.5422	-121.133	2
36.544	-121.133	2.1
36.544	-121.134	2.9
40.1812	-120.9905	2.8
29.717	-113.889	4.3
40.4365	-124.1527	3.9
40.4443	-119.3755	2.24
33.7998	-117.6842	3
34.4463	-119.2208	2
35.141	-119.1407	2.2
34.1387	-118.3648	2.1
40.7455	-122.311	2
33.9453	-116.7353	2.2
39.6712	-122.1263	2.2
38.8153	-122.8127	2.4
37.029	-110.8122	2.2
34.7128	-116.2938	2.1
37.3263	-122.0972	2.4
38.8328	-122.8005	3.1
40.2885	-124.3973	2.2
37.495	-118.7358	2.4
35.5885	-118.5463	2.1
32.1433	-117.602	3.2
39.4057	-122.1218	2.1
36.6185	-120.1387	2.3
34.1567	-116.8077	2.4
32.1468	-117.6073	3
38.809	-122.812	2
38.0653	-118.9367	2.1
36.1182	-117.6933	2.5
38.834	-122.8022	2.5
38.8343	-122.7948	2.7
37.1587	-121.551	2.4
37.7113	-122.5288	2.3
38.8	-122.8155	2.1
38.8408	-122.8292	2
34.0313	-117.2472	2.7
34.0845	-116.4748	2.1
37.7025	-119.409	2.3
32.8737	-115.9947	3.7
34.0757	-117.7895	2.2
33.6263	-116.757	2.3
35.6597	-118.4697	2
40.6103	-124.8747	2.9
38.8057	-122.7383	2.8
38.7605	-122.743	2.1
41.8653	-112.6803	2.4
37.8608	-122.212	2.3
37.5897	-118.8845	2.2
39.4313	-115.7728	2.25
32.9003	-116.2872	3.6
37.6395	-118.9507	2.1
37.2535	-121.637	2.4
32.8973	-116.2755	3.3
36.8283	-121.5617	2.4
37.3657	-118.4162	2.8
38.8168	-122.796	2.1
34.2123	-119.0523	2.1
43.9121	-113.7955	2.3
32.5798	-115.688	2.8
41.7178	-109.8507	3.1
37.1914	-114.8748	2.21
34.2225	-117.581	2.2
39.4395	-123.3807	2.2
40.3597	-124.229	2.2
33.5187	-115.8563	2
40.3658	-122.1783	2.2
40.4417	-124.507	2.2
40.4362	-124.539	2.2
37.8073	-121.9367	2
37.3383	-115.9994	2.05
38.7867	-122.7772	2.2
35.7478	-118.0315	2.4
33.5307	-115.8655	2.6
37.8088	-121.939	2
40.4363	-124.5478	2.2
38.8252	-122.799	2
40.4642	-121.5215	2
33.0573	-115.56	2.1
33.4278	-116.4478	2.5
35.5765	-118.5383	2
36.7562	-121.3497	2.8
40.1972	-121.036	2.4
32.8833	-116.2583	2
33.1508	-115.9765	2.2
33.3452	-116.3548	2.3
33.1738	-115.594	2
41.1242	-111.6405	2.2
38.8132	-122.7973	2
35.5767	-118.54	2.3
32.5083	-115.6437	2.1
35.0757	-118.3345	2.1
40.455	-123.4072	3.8
32.0487	-115.0075	3.2
39.4226	-119.8661	2.22
38.6527	-119.426	2.95
40.3722	-125.1877	2.6
33.3022	-115.6657	2.1
35.6607	-118.4665	2.6
38.7995	-122.8112	2
40.5255	-124.4668	2.6
36.4672	-121.0467	2.3
40.5257	-124.8713	2.8
39.4305	-123.4077	2
34.2856	-110.3263	2.8
33.0552	-115.5532	2.1
35.8712	-116.749	2.8
35.941	-119.9013	2
37.9108	-121.9623	2
40.1438	-121.0553	2.1
36.1992	-112.1335	2.6
34.4512	-117.9588	2.2
35.5815	-118.5542	2.2
35.4858	-118.2857	2.1
33.463	-116.6093	2.5
33.4683	-116.6017	2.3
33.4608	-116.6035	3.4
35.748	-118.032	2
37.6403	-118.9408	2.2
35.748	-118.0315	2.2
35.5827	-118.5415	2
35.6598	-118.4707	2.5
39.8575	-121.9883	2.8
39.6192	-111.1535	2.1
33.5347	-118.3165	2.8
37.2662	-121.646	2.1
38.8275	-122.802	2.5
37.6017	-122.4522	2
37.8738	-121.987	2
40.1433	-123.1993	2.1
40.1503	-123.1993	2.3
32.2547	-115.2542	3.2
36.1497	-118.071	2.1
39.3813	-123.2997	2.6
44.516	-115.8771	2.3
38.7945	-122.7543	2.2
34.0783	-117.7882	2.6
34.0955	-117.5062	2
33.3407	-116.3905	3.8
41.5332	-125.6543	2.1
36.1223	-117.692	2
40.3708	-121.7343	2
34.0817	-117.784	3.8
34.0817	-117.785	3.7
31.7887	-115.0182	2.9
34.667	-121.3952	2.4
38.8297	-122.7982	2.5
33.9323	-116.36	2.7
39.4187	-123.285	2
32.879	-116.2528	3.2
36.0398	-118.8695	2.3
39.2703	-123.2177	2
40.1605	-121.0778	2
35.072	-118.3342	2.2
40.1625	-121.0805	3
40.1553	-121.0828	3
36.2763	-120.4463	2.5
40.857	-123.2512	2.5
31.781	-115.027	2.8
32.5903	-115.727	2.2
37.5105	-115.4841	3.66
35.5265	-120.835	2.2
40.1497	-121.053	2.4
40.9863	-123.4412	2.2
36.9683	-116.137	2.39
40.1898	-121.0635	2.8
34.0775	-117.7878	2
34.693	-116.27	2.5
34.6922	-116.2702	2
33.702	-117.4845	2
40.1395	-123.8495	2.1
36.1145	-117.7018	2.3
33.5027	-116.4548	2.6
39.5037	-123.3468	2
39.9453	-120.8465	2.4
32.4113	-115.2148	4.1
34.1832	-116.9532	2.5
40.7917	-124.3407	2.5
40.2458	-121.1872	2.2
33.9797	-118.3635	2
33.7915	-117.6348	2.7
38.8365	-122.7763	2
37.7167	-122.128	2
31.594	-115.5695	2.7
31.7723	-115.6993	2.8
39.2287	-122.7018	3.1
39.2202	-122.7128	2.2
39.233	-122.7038	2.1
39.2355	-122.7053	2.1
40.1637	-121.0567	2.2
37.4603	-118.8403	2.2
35.675	-119.9188	2
35.6735	-119.925	2
37.5977	-122.4537	2
33.8338	-116.8047	2
40.5578	-122.2692	2.1
37.5395	-121.9262	2.9
34.0743	-117.7907	2
35.9133	-117.696	2.2
40.1695	-121.0652	2
34.0772	-117.7867	2.6
38.8123	-122.8155	2.1
34.022	-117.2297	2
40.4178	-125.4287	2.7
37.9448	-122.064	2.4
37.9457	-122.0618	2
35.8518	-120.4002	3
40.1748	-121.0622	2
35.7645	-117.6037	3.2
34.0757	-117.7903	2.3
34.0783	-117.7903	2.1
37.9443	-122.0612	2.9
36.8313	-113.7157	2.2
34.0768	-117.7892	2.2
34.0237	-117.2268	2.1
36.6895	-121.285	2
38.8452	-122.7635	2
38.8405	-122.8298	2
34.05	-119.3207	2.4
40.8052	-125.433	4
40.4137	-120.0225	2.2
38.807	-122.814	2.2
37.5097	-118.6333	2.3
40.3138	-124.8638	2.6
36.5747	-121.0338	2.6
36.1188	-117.6933	2.8
40.262	-124.2912	3.2
34.2948	-118.4728	2.5
32.9048	-115.9553	2.4
40.4163	-124.9773	2.4
40.1697	-121.0518	2
34.3013	-116.8413	2.2
37.0475	-112.6155	2.2
35.5222	-120.8132	2.3
40.1702	-121.0683	2.2
39.6188	-111.4907	2
38.8182	-122.7993	2.5
37.3732	-118.5765	2
37.3643	-118.5762	3.3
32.8767	-116.2462	2.8
35.6487	-119.9645	2.4
38.7877	-122.7438	2.2
37.5155	-121.885	2.5
40.7612	-122.3155	2
35.0777	-116.3653	2
31.7407	-114.9922	3.1
32.9955	-116.2373	2.1
36.1152	-117.6957	2
33.5047	-116.475	2.3
39.4935	-120.2703	2
33.0543	-115.5602	2.6
35.9575	-115.1873	2.5
38.7222	-119.623	2.5
38.7233	-119.6177	2
39.2735	-123.4328	2
36.4668	-121.044	2.1
40.2943	-124.5003	2.6
40.442	-124.6685	2.7
36.1145	-117.6955	2.3
36.1185	-117.6962	2
33.2922	-116.4223	3.2
37.5128	-118.8687	2.3
45.305	-121.749	2
40.4457	-124.3878	2.4
32.5772	-115.6797	2.2
40.4557	-124.3968	2.1
31.7322	-115.0433	3.1
34.1602	-116.4215	2.1
31.6093	-115.9843	2.3
36.2228	-120.7867	2
36.5437	-121.0977	2.1
42.8399	-126.7683	2.6
40.4477	-116.9996	2.9
44.2461	-114.0728	2.2
40.2997	-121.689	2
35.8935	-119.9762	2.1
40.3752	-124.47	2.4
38.7872	-122.764	2.4
44.3695	-113.9936	2.3
38.8222	-122.8073	2
32.5025	-115.6525	2.2
31.7278	-115.0445	2.7
37.3652	-121.7227	2.5
31.908	-117.1173	2.2
44.25	-114.08	2.7
37.4618	-118.8435	2.3
38.8357	-122.8107	2.2
40.189	-121.0443	2.8
37.637	-118.9398	2
39.5572	-121.5318	2.2
41.0515	-125.428	2.5
38.8347	-122.88	2.9
38.8323	-122.8768	2.5
35.6092	-121.361	2.2
38.7838	-122.7438	2.1
40.554	-122.243	2.8
37.7723	-122.6235	2.2
31.785	-114.979	2.7
31.7255	-115.0247	3
40.346	-121.9323	2.1
32.1523	-116.7857	2.9
38.8122	-122.7883	2.6
40.157	-121.0625	2.2
34.5832	-116.8048	2.5
40.1567	-121.063	2.3
40.3907	-124.6515	3
44.1083	-113.8963	2.3
35.9135	-119.8817	2
38.4195	-122.4492	2.2
36.2087	-117.8898	2
36.2087	-117.8902	2.7
31.5907	-115.339	2.5
37.6388	-118.939	3.1
38.4743	-119.6177	2.4
40.2965	-124.6883	2
34.0318	-117.2477	2.8
36.586	-121.0585	2
34.066	-117.2693	2.1
40.2192	-121.1023	2.5
39.0807	-115.5021	3.84
39.9403	-120.4155	2.3
38.8143	-122.8188	2.2
37.1032	-121.8318	2.3
38.7905	-122.807	2.8
38.8212	-122.813	2.5
38.7908	-122.8095	2.3
38.4868	-119.6003	2.3
37.6287	-118.9833	2.3
37.403	-121.753	2.2
37.4018	-121.754	2.2
38.7757	-122.7162	2
37.1924	-117.2738	2.36
40.1867	-121.0618	2
38.7642	-122.7132	2.1
38.762	-122.7125	3.8
34.0052	-118.3565	2.1
39.8179	-119.5056	2.7
38.8095	-122.811	2.2
34.7733	-118.9198	2.1
37.42	-118.6215	2.3
35.931	-117.6335	2.5
32.2552	-115.3043	3.3
29.6588	-114.0922	4.2
33.8363	-117.7652	2
33.506	-116.473	2
